"PERMAID","DAYID","USECROSSWALK","USEROAD","NS","EW"
"2810","65","0","0","0","1"
"2811","66","0","0","0","1"
"2812","67","0","1","1","1"
"2813","68","0","0","0","1"
"2814","69","0","1","0","1"
"2815","70","0","0","1","0"
"2816","71","0","1","0","1"
"2817","72","0","0","1","0"
"2818","73","0","0","1","0"
"2819","74","0","0","0","1"
"2820","75","0","0","0","1"
"2821","76","1","1","1","0"
"2822","77","0","0","1","0"
"2823","78","0","0","1","1"
"2824","79","0","0","1","1"
"2825","80","0","0","0","0"
"2826","81","1","1","0","1"
"2827","82","0","1","0","1"
"2828","83","0","0","0","0"
"2829","84","0","1","1","0"
"2830","85","0","0","0","0"
"2831","86","0","0","1","0"
"2832","87","0","1","1","0"
"2833","88","0","0","0","1"
"2834","89","0","1","1","1"
"2835","90","0","0","1","1"
"2836","91","0","0","1","1"
"2837","92","0","0","1","1"
"2838","93","0","0","1","1"
"2839","94","0","0","0","0"
"2840","95","0","0","0","0"
"2841","96","0","0","1","0"
"2842","97","0","0","0","0"
"2843","98","0","0","0","1"
"2844","99","1","1","1","0"
"2845","100","1","1","1","0"
"2846","101","0","1","1","0"
"2848","103","0","0","0","0"
"2850","105","1","1","0","0"
"2851","106","0","0","1","1"
"2852","107","0","0","0","1"
"2853","108","0","1","1","1"
"2854","109","0","0","0","1"
"2855","110","0","0","0","0"
"2856","111","0","0","0","0"
"2857","112","0","0","0","0"
"2858","113","0","0","0","0"
"2859","114","0","0","0","0"
"2860","115","0","0","0","1"
"2861","116","1","1","1","0"
"2862","117","0","0","1","0"
"2863","118","0","0","0","1"
"2864","119","0","0","0","1"
"2865","120","1","1","1","0"
"2866","121","0","0","1","1"
"2867","122","0","0","0","0"
"2868","123","1","1","1","1"
"2869","124","0","0","0","1"
"2870","125","0","0","0","0"
"2871","126","0","0","0","1"
"2872","127","0","0","1","1"
"2873","128","0","0","1","1"
"2874","129","0","0","0","1"
"2875","130","0","1","0","1"
"2876","131","0","0","0","1"
"2877","132","0","1","0","1"
"2878","133","1","1","1","0"
"2879","134","0","1","1","1"
"2880","135","0","0","0","0"
"2881","136","1","1","1","0"
"2882","137","0","0","1","1"
"2883","138","0","0","0","1"
"2884","139","0","0","1","0"
"2885","140","0","0","0","1"
"2886","141","0","0","1","1"
"2887","142","0","0","0","1"
"2888","143","0","1","1","1"
"2889","144","0","0","0","0"
"2890","145","0","0","1","0"
"2891","146","0","0","0","1"
"2892","147","0","0","0","1"
"2893","148","1","1","0","0"
"2894","149","0","0","1","0"
"2895","150","0","0","0","1"
"2896","151","0","0","0","1"
"2897","152","0","0","1","0"
"2898","153","0","0","0","0"
"2899","154","0","0","1","1"
"2900","155","0","1","1","0"
"2901","156","0","0","0","0"
"2902","157","0","0","1","1"
"2903","158","0","0","0","0"
"2904","159","0","0","0","1"
"2905","160","0","0","1","1"
"2906","161","0","0","0","1"
"2907","162","0","0","0","0"
"2909","164","0","0","0","0"
"2910","165","0","0","0","0"
"2911","166","0","0","0","0"
"2912","167","0","0","0","0"
"2913","168","1","1","0","1"
"2914","169","0","0","1","1"
"2915","170","0","0","1","0"
"2916","171","0","0","1","0"
"2917","172","0","0","0","0"
"2918","173","0","0","1","1"
"2919","174","0","0","0","0"
"2920","175","1","1","1","0"
"2921","176","0","0","0","0"
"2922","177","0","0","0","0"
"2923","178","0","0","0","1"
"2924","179","0","0","1","1"
"2925","180","0","1","1","0"
"2926","181","0","0","0","0"
"2927","182","1","1","1","0"
"2928","183","0","0","0","0"
"2929","184","1","1","0","0"
"2930","185","0","0","1","0"
"2931","186","0","0","0","0"
"2932","187","1","1","0","0"
"2933","188","0","0","1","0"
"2934","189","0","0","0","0"
"2935","190","0","0","1","0"
"2936","191","0","0","1","0"
"2937","192","0","0","0","0"
"2938","193","0","0","1","1"
"2940","195","0","0","1","1"
"2941","196","0","0","0","1"
"2942","1","0","1","1","0"
"2943","2","0","0","0","0"
"2944","3","0","0","0","0"
"2945","4","0","0","1","0"
"2946","5","0","0","1","0"
"2947","6","0","0","0","1"
"2948","7","0","0","0","0"
"2949","8","0","0","0","0"
"2950","9","0","0","0","0"
"2951","10","0","0","0","1"
"2952","11","0","0","0","1"
"2953","12","0","0","1","0"
"2954","13","0","0","1","0"
"2955","14","1","1","1","0"
"2956","15","1","1","1","0"
"2957","16","1","1","1","0"
"2958","17","0","0","1","1"
"2959","18","0","0","1","1"
"2960","19","0","0","1","1"
"2961","20","0","0","1","1"
"2962","21","0","0","0","0"
"2963","22","1","1","1","1"
"2964","23","0","1","1","0"
"2965","24","0","0","1","1"
"2966","25","0","0","1","1"
"2967","26","0","0","0","0"
"2968","27","1","1","1","0"
"2969","28","0","0","0","0"
"2970","29","0","1","1","0"
"2971","30","0","0","0","0"
"2972","31","0","0","1","0"
"2973","32","0","0","0","0"
"2974","33","0","0","0","0"
"2975","34","0","1","1","0"
"2976","35","0","0","1","0"
"2977","36","0","0","0","1"
"2978","37","1","1","1","0"
"2979","38","0","1","1","0"
"2980","39","0","0","1","0"
"2981","40","1","1","1","0"
"2982","41","0","0","0","1"
"2983","42","0","1","1","1"
"2984","43","0","0","0","0"
"2985","44","0","0","0","0"
"2986","45","0","0","1","0"
"2987","1","0","1","1","1"
"2988","2","0","0","1","0"
"2989","3","0","0","1","0"
"2990","4","0","0","1","0"
"2991","5","0","0","0","1"
"2992","6","0","1","0","1"
"2993","7","0","0","1","0"
"2994","8","0","0","1","1"
"2995","9","0","1","0","1"
"2996","10","0","0","0","1"
"2997","11","0","0","0","1"
"2998","12","0","0","1","1"
"2999","13","0","1","0","1"
"3000","14","0","0","0","1"
"3001","15","1","1","0","1"
"3002","16","1","1","0","1"
"3003","17","0","0","1","0"
"3004","18","0","0","0","1"
"3005","19","0","0","0","1"
"3006","20","0","0","0","1"
"3007","21","0","0","0","1"
"3008","22","0","0","0","1"
"3009","23","0","0","1","0"
"3010","24","0","0","0","0"
"3011","25","0","0","0","1"
"3012","26","1","1","0","1"
"3013","27","0","1","0","1"
"3014","28","0","0","1","1"
"3015","29","0","0","0","1"
"3016","30","0","0","0","1"
"3017","31","0","0","1","1"
"3018","32","0","0","0","1"
"3019","33","0","1","0","1"
"3020","34","0","0","0","1"
"3021","35","0","0","0","0"
"3022","36","0","0","0","0"
"3023","37","1","1","0","1"
"3024","38","0","0","0","1"
"3025","39","0","1","0","1"
"3026","40","1","1","0","1"
"3027","41","0","0","1","1"
"3028","42","0","1","0","1"
"3029","43","1","1","0","1"
"3030","44","0","0","0","1"
"3031","45","0","0","0","0"
"3032","46","0","0","0","0"
"3033","47","0","0","1","0"
"3034","48","0","1","1","1"
"3035","49","0","0","1","1"
"3036","50","0","0","1","1"
"3037","51","0","0","1","1"
"3038","52","0","1","0","1"
"3039","53","0","0","1","1"
"3040","54","0","0","0","1"
"3041","55","0","1","1","1"
"3042","56","0","0","0","0"
"3043","57","0","0","1","1"
"3044","58","0","1","1","1"
"3045","59","0","0","0","0"
"3046","60","0","0","1","1"
"3047","61","0","1","0","0"
"3048","62","0","0","0","0"
"3049","63","0","0","1","0"
"3050","64","0","0","1","0"
"3051","65","0","0","1","1"
"3052","66","0","1","0","1"
"3053","67","1","1","1","0"
"3054","68","0","0","1","0"
"3055","69","0","1","0","1"
"3056","70","0","0","1","0"
"3057","71","0","1","0","0"
"3058","72","0","1","0","1"
"3059","73","0","0","1","0"
"3060","74","0","0","0","0"
"3061","75","0","0","0","1"
"3062","76","0","0","0","0"
"3063","77","0","1","1","1"
"3064","78","0","0","0","0"
"3065","79","0","1","0","1"
"3066","80","1","1","1","0"
"3067","81","0","0","1","0"
"3068","82","0","0","1","1"
"3069","83","0","0","1","1"
"3070","84","0","1","1","0"
"3071","85","0","0","0","0"
"3072","86","1","1","1","0"
"3073","87","1","1","0","1"
"3074","88","0","0","1","0"
"3075","89","0","0","1","0"
"3076","90","0","0","1","0"
"3077","91","0","0","1","0"
"3078","92","1","1","1","0"
"3079","93","0","0","0","0"
"3080","94","0","0","0","0"
"3081","95","0","1","1","0"
"3082","96","0","1","1","0"
"3083","97","1","1","1","0"
"3084","98","0","0","0","0"
"3085","99","0","1","1","0"
"3086","100","1","1","1","1"
"3087","101","0","0","0","0"
"3088","102","0","0","1","1"
"3089","103","0","0","1","0"
"3090","104","0","0","1","0"
"3091","105","0","0","1","1"
"3092","106","1","1","0","0"
"3093","107","0","0","1","1"
"3094","108","0","1","1","0"
"3095","109","0","0","0","0"
"3096","110","0","0","0","0"
"3097","111","0","0","1","0"
"3098","112","0","0","1","1"
"3099","113","0","1","1","1"
"3100","114","0","0","0","0"
"3101","115","0","1","0","1"
"3102","116","0","0","1","0"
"3103","117","0","0","0","0"
"3104","118","1","1","0","0"
"3105","119","0","0","1","0"
"3106","120","0","0","1","1"
"3107","121","0","0","0","1"
"3108","122","0","0","0","1"
"3109","123","0","0","1","0"
"3110","124","0","0","1","0"
"3111","125","0","0","1","0"
"3112","126","0","0","1","0"
"3113","127","0","0","1","0"
"3114","128","0","0","1","0"
"3115","129","0","1","0","1"
"3116","130","0","1","1","0"
"3117","131","0","0","0","0"
"3118","132","0","0","1","1"
"3119","133","1","1","1","0"
"3120","134","0","1","1","0"
"3121","135","0","1","1","0"
"3122","136","1","1","0","1"
"3123","137","0","1","0","0"
"3124","138","0","0","0","1"
"3125","139","1","1","0","0"
"3126","140","0","0","0","1"
"3127","141","0","0","0","0"
"3128","142","1","1","0","1"
"3129","143","1","1","1","0"
"3130","144","1","1","0","1"
"3131","145","0","0","0","1"
"3132","146","0","0","1","1"
"3133","147","0","1","0","0"
"3134","148","0","0","0","1"
"3135","149","0","0","0","1"
"3136","150","0","0","0","0"
"3137","151","0","1","0","1"
"3138","152","0","0","1","0"
"3140","154","0","0","1","0"
"3141","155","0","0","0","1"
"3142","156","0","0","0","1"
"3143","157","0","0","0","1"
"3144","158","0","0","1","1"
"3145","159","0","0","0","0"
"3146","160","0","0","0","0"
"3147","161","0","0","0","1"
"3148","162","0","0","0","1"
"3149","163","0","0","0","0"
"3150","164","0","0","1","0"
"3151","165","0","0","0","0"
"3152","166","0","1","1","1"
"3153","167","0","1","1","1"
"3154","168","0","0","1","0"
"3155","169","0","0","1","0"
"3156","170","0","0","0","0"
"3157","171","0","0","1","0"
"3158","172","0","0","1","0"
"3159","173","1","1","1","1"
"3160","174","0","0","1","0"
"3161","175","0","0","1","1"
"3162","176","0","0","1","0"
"3163","177","0","0","0","0"
"3164","178","0","0","1","1"
"3165","179","0","0","0","1"
"3166","180","0","1","0","0"
"3167","181","0","0","0","0"
"3168","182","0","0","1","0"
"3169","183","0","0","0","0"
"3170","184","0","0","0","0"
"3171","185","0","0","0","0"
"3172","186","0","0","0","1"
"3173","187","0","0","1","1"
"3174","188","0","0","1","1"
"3175","189","0","0","0","1"
"3176","190","0","0","1","1"
"3177","191","0","0","1","0"
"3178","192","0","0","0","0"
"3179","193","0","1","0","1"
"3180","194","0","1","1","1"
"3181","195","0","0","1","0"
"3182","196","0","1","1","0"
"3183","197","0","0","0","0"
"3184","198","0","0","0","0"
"3185","199","0","1","0","0"
"3186","200","0","0","1","0"
"3187","201","0","0","1","0"
"3188","202","0","0","0","0"
"3189","203","0","0","1","1"
"3190","204","1","1","0","0"
"3191","205","1","1","1","0"
"3192","206","0","1","0","1"
"3193","207","0","0","0","1"
"3194","208","0","0","1","1"
"3195","209","0","0","0","1"
"3196","210","0","0","0","1"
"3197","211","0","0","0","1"
"3198","212","0","0","0","0"
"3199","213","0","1","1","0"
"3200","214","0","0","1","0"
"3201","215","1","1","0","1"
"3202","216","0","0","0","0"
"3203","217","0","1","0","1"
"3204","218","0","0","1","0"
"3205","219","0","1","1","0"
"3206","220","0","0","1","0"
"3207","221","1","1","1","0"
"3208","222","0","1","1","0"
"3209","223","0","1","1","0"
"3210","224","0","0","0","0"
"3211","225","0","0","0","1"
"3212","226","0","0","0","1"
"3213","227","0","0","0","1"
"3214","228","1","1","0","0"
"3215","229","0","1","1","0"
"3216","230","0","0","1","0"
"3217","231","0","0","0","1"
"3218","232","0","0","0","1"
"3219","233","1","1","1","0"
"3220","234","1","1","1","0"
"3221","235","0","0","0","0"
"3222","236","0","0","0","0"
"3223","237","1","1","1","0"
"3224","1","0","0","1","0"
"3225","2","0","0","1","0"
"3226","3","0","0","0","1"
"3227","4","0","0","0","1"
"3228","5","0","0","1","1"
"3229","6","0","0","0","1"
"3230","7","0","0","1","0"
"3231","8","0","0","0","1"
"3232","9","0","0","0","1"
"3233","10","0","1","0","1"
"3234","11","0","0","0","0"
"3235","12","0","1","1","0"
"3236","13","0","0","1","0"
"3237","14","0","0","0","0"
"3238","15","0","0","1","1"
"3239","16","0","0","1","1"
"3240","17","0","0","0","1"
"3241","18","0","0","0","1"
"3242","19","0","0","0","1"
"3243","20","0","0","1","1"
"3244","21","0","0","1","1"
"3245","22","0","0","1","1"
"3246","23","0","0","1","1"
"3247","24","0","0","1","1"
"3248","25","0","0","1","1"
"3249","26","0","0","0","0"
"3250","27","0","0","0","0"
"3251","28","0","0","0","0"
"3252","29","0","1","1","1"
"3253","30","0","1","0","1"
"3254","31","0","0","1","1"
"3255","32","0","0","0","1"
"3256","33","0","0","0","0"
"3257","34","0","0","0","1"
"3258","35","1","1","1","1"
"3259","36","0","0","1","1"
"3260","37","0","0","0","0"
"3261","38","0","1","0","1"
"3262","39","0","0","0","0"
"3263","40","0","0","0","0"
"3264","41","0","1","0","1"
"3265","42","0","0","0","1"
"3266","43","0","1","1","1"
"3267","44","0","0","0","0"
"3268","45","0","0","1","0"
"3269","46","0","1","1","1"
"3270","47","1","1","1","0"
"3271","48","0","0","0","0"
"3272","49","0","0","1","0"
"3273","50","0","0","1","0"
"3274","51","0","0","0","0"
"3275","52","0","0","1","1"
"3276","53","0","0","1","1"
"3277","54","1","1","0","1"
"3278","55","0","0","0","0"
"3279","56","1","1","0","0"
"3280","57","0","1","0","1"
"3281","58","1","1","0","1"
"3282","59","0","0","0","1"
"3283","60","0","0","0","1"
"3284","61","0","0","1","1"
"3285","62","1","1","0","1"
"3286","63","0","0","1","1"
"3287","64","0","0","0","1"
"3288","65","1","1","1","0"
"3289","66","0","0","1","0"
"3290","67","0","0","1","0"
"3291","68","0","0","0","0"
"3292","69","0","0","1","0"
"3293","70","0","0","0","0"
"3294","71","0","0","0","1"
"3295","72","0","0","0","0"
"3296","73","0","0","0","1"
"3297","74","0","0","1","1"
"3298","75","0","0","0","1"
"3299","76","0","0","1","0"
"3300","77","0","0","0","0"
"3312","89","0","0","0","0"
"3313","90","0","0","0","0"
"3314","91","0","0","0","1"
"3370","147","0","0","0","0"
"3371","148","0","0","0","0"
"3372","149","0","0","1","0"
"3373","150","0","0","0","1"
"3374","151","0","0","1","0"
"3375","152","0","0","1","1"
"3376","153","0","0","0","0"
"3377","154","0","0","0","0"
"3378","155","0","0","1","0"
"3379","156","0","0","1","0"
"3380","157","0","0","0","0"
"3381","158","0","0","0","0"
"3382","159","0","0","0","0"
"3394","171","0","0","0","0"
"3395","172","0","0","0","0"
"3396","173","0","0","0","0"
"3397","174","0","0","0","0"
"3398","175","0","0","0","0"
"3399","176","0","0","0","0"
"3400","177","0","0","0","0"
"3401","178","0","0","0","0"
"3402","179","0","0","0","1"
"3403","180","0","0","0","0"
"3404","181","0","0","0","1"
"3405","182","0","0","0","0"
"3406","183","0","0","0","0"
"3408","185","0","0","0","0"
"3409","186","0","0","0","0"
"3410","187","0","0","0","0"
"3411","188","0","0","0","0"
"3412","189","0","0","0","0"
"3413","190","0","0","0","0"
"3414","191","0","0","0","0"
"3415","192","0","1","0","0"
"3416","193","1","1","1","0"
"3417","194","0","1","1","0"
"3418","195","0","0","1","0"
"3419","196","0","0","1","0"
"3420","197","0","0","1","1"
"3421","198","0","0","1","0"
"3422","199","0","0","0","0"
"3423","200","1","1","1","1"
"3424","201","0","0","0","0"
"3425","202","0","0","0","0"
"3426","203","0","0","1","0"
"3427","204","0","0","0","1"
"3428","205","0","0","0","1"
"3429","206","0","0","0","0"
"3430","207","0","0","0","0"
"3431","208","0","0","0","0"
"3432","209","0","0","0","1"
"3433","210","1","1","1","0"
"3434","211","0","0","0","1"
"3435","212","1","1","0","1"
"3437","214","0","0","0","1"
"3438","215","0","0","0","1"
"3439","216","1","1","1","0"
"3440","217","0","0","1","0"
"3441","218","0","0","0","1"
"3442","219","0","0","1","1"
"3443","220","0","0","0","0"
"3444","221","0","0","0","0"
"3445","222","1","1","1","0"
"3446","223","1","1","0","0"
"3447","224","0","0","1","0"
"3448","225","0","0","0","1"
"3449","226","0","0","0","1"
"3450","227","0","0","0","1"
"3451","228","0","0","0","0"
"3452","229","0","0","1","0"
"3453","230","0","0","1","1"
"3454","231","1","1","0","1"
"3455","232","0","1","0","0"
"3456","233","0","0","0","1"
"3457","234","0","0","1","0"
"3458","235","0","0","1","0"
"3459","236","0","0","1","0"
"3460","237","0","1","0","0"
"3461","238","1","1","1","0"
"3462","239","0","0","0","1"
"3463","240","0","1","0","0"
"3464","241","0","0","0","0"
"3465","1","0","0","0","0"
"3466","2","0","0","0","0"
"3467","3","0","0","0","0"
"3468","4","0","0","0","1"
"3469","5","0","0","0","1"
"3470","6","0","0","1","0"
"3471","7","0","0","0","1"
"3472","8","0","0","1","1"
"3473","9","0","0","0","0"
"3474","10","0","0","1","1"
"3475","11","0","0","0","0"
"3476","12","0","0","0","0"
"3477","13","0","0","1","0"
"3478","14","1","1","1","1"
"3479","15","0","0","1","1"
"3480","16","0","0","0","1"
"3481","17","0","0","0","1"
"3482","18","0","0","0","1"
"3483","19","0","0","1","0"
"3484","20","0","0","1","0"
"3485","21","0","0","0","0"
"3486","22","0","0","0","1"
"3487","23","0","0","0","1"
"3489","25","0","0","0","1"
"3490","26","0","0","1","1"
"3491","27","0","0","1","0"
"3492","28","0","1","0","1"
"3493","29","1","1","0","1"
"3494","30","0","0","0","0"
"3495","31","0","0","1","0"
"3496","32","0","0","1","1"
"3497","33","0","1","0","0"
"3498","34","0","0","0","0"
"3499","35","0","0","0","0"
"3500","36","0","0","0","1"
"3501","37","0","0","0","0"
"3502","38","0","0","0","1"
"3503","39","0","1","1","1"
"3504","40","0","1","1","1"
"3505","41","0","1","0","1"
"3506","42","0","0","0","0"
"3507","43","0","0","1","0"
"3508","44","0","0","0","0"
"3509","45","0","0","1","1"
"3510","46","0","0","1","1"
"3511","47","0","0","0","1"
"3512","48","0","0","1","0"
"3513","49","0","0","1","1"
"3514","50","0","0","1","0"
"3515","51","1","1","1","1"
"3516","52","0","0","1","1"
"3517","53","0","0","1","0"
"3518","54","0","0","1","0"
"3519","55","0","0","1","0"
"3520","56","0","0","1","1"
"3521","57","0","0","0","0"
"3522","58","0","0","0","1"
"3523","59","0","0","0","1"
"3524","60","0","0","1","1"
"3525","61","0","0","1","1"
"3526","62","1","1","0","0"
"3527","63","0","0","1","0"
"3528","64","0","0","1","0"
"3529","65","0","0","0","0"
"3530","66","0","0","0","0"
"3531","67","0","0","0","1"
"3532","68","0","0","0","1"
"3533","69","0","0","0","0"
"3534","70","0","0","0","0"
"3535","71","0","0","1","0"
"3536","72","0","0","1","0"
"3537","73","0","0","1","0"
"3538","74","0","0","1","1"
"3539","75","0","0","0","0"
"3540","76","0","0","0","0"
"3541","77","1","1","1","1"
"3542","78","1","1","1","0"
"3543","79","0","0","0","1"
"3544","80","0","0","0","0"
"3545","81","0","0","0","0"
"3546","1","0","0","0","0"
"3547","2","0","0","0","0"
"3548","3","0","0","0","0"
"3549","4","1","1","0","0"
"3550","5","1","1","0","0"
"3551","6","0","0","0","1"
"3552","7","0","0","0","1"
